Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	75	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	76	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	78	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	83	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	84	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	85	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	87	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	88	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	89	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	92	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	99	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	102	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	103	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	104	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	107	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	109	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	118	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	119	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	122	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	126	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	128	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	133	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	135	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	136	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	137	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	138	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	144	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	145	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	146	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	150	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	153	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	154	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	155	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	159	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	164	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	165	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	167	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	173	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	174	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	175	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	176	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	177	1	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	179	1	tmp/math_reference_dataset.jsonl
