Llama8B	0.7	100	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-100	125	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	100	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-100	350	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	100	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-100	400	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	0	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	25	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	50	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	75	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	100	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	125	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	150	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	175	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	200	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	225	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	250	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	275	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	300	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	325	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	350	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	375	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	400	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	425	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	450	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	150	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-150	475	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	0	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	25	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	100	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	125	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	200	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	225	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	275	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	300	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	325	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	350	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	400	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	250	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-250	425	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	300	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-300	400	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	300	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-300	425	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	350	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-350	400	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	350	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-350	425	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	0	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	25	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	50	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	75	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	100	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	125	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	150	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	175	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	200	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	225	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	250	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	275	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	300	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	325	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	350	25	tmp/math_reference_dataset.jsonl
Llama8B	0.7	400	artifacts/results/GRPO-Llama8B-math-temp-0.7/step-400	375	25	tmp/math_reference_dataset.jsonl
